text,sentiment_label
期待和平精英品牌代言人华晨宇今天的新歌首唱《绝境战神》，也期待华晨宇九月份的鸟巢演唱会演出时间：9月9日、10日演出地点：北京国家体育场（鸟巢）预售时间：8月26日14:07第一场（9月9日场次）8月27日14:07第二场（9月10日场次）票价信息：1280/980/680/580/380元#2023华晨宇火星演唱会##华晨宇新歌首秀彩排#@华晨宇yuL华晨宇工作室的微博视频,正面
'#2023pel夏决##SHOWTIME当燃不让#【赛事战报】2023PEL夏季赛总决赛D4第二场TPP沙漠本局航线：军事基地—南部矿山本局跳点：老工业区本场淘汰：4本场积分：4本场排名：12目前积分：104目前排名：11ShowTime和平精英超话,正面
#华晨宇新歌首秀彩排#期待新歌！！#华晨宇和平精英品牌代言人#,正面
#华晨宇新歌首秀彩排#已经在蹲直播啦期待等会的新歌首秀我们小华会是什么造型呢#华晨宇和平精英品牌代言人#,正面
#华晨宇新歌首秀彩排#今天有新歌听啦！华晨宇代言和平精英之后的第三首歌啦代言人太帅了太帅了#华晨宇和平精英品牌代言人#,正面
#2023PEL夏决#随着@Sukiikk点亮手机屏幕，PEL和平精英职业联赛正式启用Ace2Pro作为新一代赛事用机，助力选手们稳控全局，拿下这一冠！LPEL和平精英职业联赛的微博视频,正面
和平精英职业联赛超话Ag：想夺冠，问过我了吗,正面
和平精英超话出号的流程是什么啊不太想出给中介压价太严重了想出q转v了,正面
#2023pel夏决#🔥#SHOWTIME当燃不让#【山东ShowTime出场】“秀我锋芒造世，同我共战此刻”2023PEL夏季赛总决赛，战至最后一刻！ShowTime和平精英超话L山东ShowTime和平精英的微博视频,正面
和平精英陪玩俱乐部超话有没有派派,正面
和平精英超话咱就是说这个大空间，这个灯光这么一打，这也太beautiful了，就是说我这不得到一句夸夸，我真的很会伤心，我觉得我这个家园这个大空间我成喜欢了！#和平精英浪漫七夕#,正面
#2023PEL夏决##PEL夏决赛评大师#又是红色流星！！@成都AG和平精英淘汰王@TEC97c@TEC沫竹被AG补掉两人，@广州TT和平精英分部的追分机会来了#电竞大v团#,正面
@立疯小华爱你！！！噫呜呜呜呜我魂穿id到现场🥲🥲🥲,负面
和平精英超话我真讨厌死晋级赛了，我自己不玩晋级赛。本来就没大有人和我玩，还都去玩晋级赛了，去招募队也全都是玩晋级赛的，海岛决赛圈一堆人，讨厌死了讨厌死了,正面
"#狼队出征夏季总决赛##2023PEL夏决冠军之夜#今日赛前准备返图，放手一搏！！#巅峰起势,狼啸南山#RW神机营超话#拿下这一冠#",中性
华晨宇超话这腿这脸这手这身材这歌喉晚上见爹@华晨宇yu#华晨宇和平精英品牌代言人#,正面
和平精英弃游卖号超话特价999,正面
#2023pel夏决冠军之夜##2023pel夏决#现场游戏环节，好好笑眼看着@杭州LGD和平精英猛猛冲,正面
#华晨宇和平精英品牌代言人##华晨宇pel新歌绝境战神#！！！要我老命啊！这是还要打碟吗🤤,正面
和平精英超话有没有玩超体的宝宝，我两个区都可以，如果可以一起苟q区晋级赛也可以！来个固玩吧🥺,正面
和平精英交易超话特价999,正面
华晨宇超话啊啊啊！小皮筋儿和小拇指儿斯哈斯哈斯哈斯哈斯哈斯哈斯哈斯哈花傲天超话#华晨宇和平精英品牌代言人##华晨宇鸟巢演唱会#,正面
来了#华晨宇和平精英品牌代言人#,中性
#2023华晨宇火星演唱会##华晨宇pel新歌绝境战神##华晨宇美貌bot#我的世界，不是谁都可以推门看见——华晨宇《消失的昨天》@华晨宇yu,正面
在pel夏决当裁判的一周结束啦！去评论发一点这几天的感受虽然真的是脚底受难记，但是这一周也很开心😭虽然跟cc猫猫阿福凌杀他们的交流基本也就仅限于工作，但是还是很舍不得😭😭,正面
#华晨宇桃心眼妆#花傲天的哥真的好帅#华晨宇pel夏决空投秀#,负面
#华晨宇桃心眼妆##2023pel夏季赛##2023PEL#小帽独带的年轻buff,中性
#华晨宇新歌首秀彩排#烈焰燃烧，逆风翻盘，极致热爱，强者归来！@华晨宇yu#华晨宇pel夏决空投秀#,中性
“世界上有那么多的城镇，城镇中有那么多的酒馆，他偏偏走进了我的。”角色切换自如，千变万化你还是你。风景来去明媚，hcy148每一面都值得期待。十年，眼前都是我们之间各种场景，初心，总有人坚守着自己的孤岛。我爱你不是因为你是谁，而是我在你面前可以是谁。当我们面面相觑，时空转换超出概念建构之外的张力，奔赴山海。你用我们独有的符号与现在问好，与过去告别。我们再重逢，心中满怀激动，却压抑住亢奋。绽开练习过很久最美的笑容，平静恬淡说一句：“我来赴约了，好久不见呀。”然后目光灼灼与你相视，你的眼里满是包容与爱意，我眼睛中也只倒映着你，沉溺于你笑颜满面的绝世容颜，与深情温柔中感受最深的记忆。晚安，@华晨宇yu文｜@牟木木xx#华晨宇pel夏决空投秀##华晨宇pel新歌绝境战神#LPEL和平精英职业联赛的微博视频,正面
#华晨宇pel新歌绝境战神##华晨宇pel夏决空投秀##华晨宇和平精英品牌代言人#我的战神！,正面
#最强车队夏决表演赛# #傲夜天团PEL舞台首秀#花傲天和猫猫、诚c、Justin接受四大车队轮番挑战，最终傲夜天团3：1拿下！,负面
#王嘉尔新歌ZONE##王嘉尔pel夏决跨界新歌首秀#久违的rap，我哥一如既往的帅@王嘉尔,正面
#华晨宇PEL舞台打碟#好看爱看多打,负面
#华晨宇PEL舞台打碟#会打就多打点！！！,负面
#最强车队夏决表演赛# #傲夜天团PEL舞台首秀#花傲天和猫猫、诚c、Justin接受四大车队轮番挑战，采访时表示队伍有默契，最终傲夜天团3：1拿下！,负面
花傲天超话傲天哥哥好帅#华晨宇pel夏决空投秀##华晨宇pel舞台打碟#,正面
华晨宇超话海鸥哥哥已经在我手机跳了一晚上舞打了一晚上碟了#华晨宇pel夏决空投秀##华晨宇pel舞台打碟#,中性
#最强车队夏决表演赛##华晨宇PEL夏决空投秀#教你们怎么区分代言人和花傲天！舞台上很酷的是代言人，赛场上给眼尾偷偷画爱心💗给惊喜的是花傲天（生图真的很帅！！）,正面
曹雨yu超话#和平精英##和平精英最强车队##和平精英职业联赛#,正面
#华晨宇举信号枪好帅##华晨宇PEL舞台打碟#品牌代言人@华晨宇yu超级空投秀舞台惊喜放送！精彩纷呈的演出点燃PEL夏决现场，从《名场面》的高燃瞬间、特别惊喜电音版《飞行指挥家》打碟热舞、再到电竞年度主题曲《绝境战神》新歌助力夏决冠军诞生！跟鸡仔一起回味华晨宇在PEL夏决暨空投节盛典的高光舞台吧~#华晨宇PEL夏决空投秀#,正面
"#2023pel夏决冠军之夜##狼队出征夏季总决赛#2023PEL夏季赛总决赛结束了，虽然结果充满遗憾与不甘，但是渴望胜利和冠军的心从来都不会从这支队伍中离去，正如美国著名演说家拉塞尔·康韦尔所说：“信心并非无畏，而是知道自己在做什么，并有足够的勇气去面对挑战。”我们从来不会惧怕困难，也不会对未来迷茫，少年的声音总有一天会翻越所有质疑，登顶在金色雨中。我们一定会听到！！！狼队加油！！资格赛！我们来啦！！#巅峰起势,狼啸南山#RW神机营超话",正面
和平精英职业联赛超话#追光队服搭配##今天你抢到追光了吗#我看到我的光了,中性
#2023pel夏决冠军之夜#⚡️#fightandwin#⚡️@上海NV-King@上海NV-舒寒和@陆泽川-的合影来啦感谢川哥的支持和到场助威资格赛加油！！！NOVA和平精英超话,正面
-亲爱的花傲天工作室，有没有小帽上班的vlog@PEL和平精英职业联赛👉🏻👈🏻🥺六字别摆，你不觉得该发华晨宇热舞花絮vlog吗@华晨宇工作室👊🏼,正面
傲天哥哥的哥哥和傲天哥哥。华晨宇超话和平精英职业联赛超话#2023pel夏季赛#,正面
【#最强车队夏决表演赛#】歼灭热身赛傲夜天团最终获得3：1比分！,负面
和平精英职业联赛超话#TEC加油向总冠军冲击#恭喜ヾ^_^♪,正面
#PEL出征仪式##和平精英全球总决赛#恭喜@长沙TEC体坛电子竞技俱乐部@北京WBG和平精英分部@天霸电子竞技俱乐部拿到全球总决赛门票L靠谱老懂鸽的微博视频,正面
#2023和平精英全球总决赛##PEL世界赛出征仪式#去更大的舞台吧！代表PEL！守卫PEL的荣光！,正面
代表PEL赛区出征2023和平精英全球总决赛的前三种子队伍1⃣️长沙TEC2⃣️北京WBG3⃣️苏州TIANBA#2023pel夏决冠军之夜##2023pel夏决##和平精英#,正面
和平精英职业联赛超话恭喜@长沙TEC体坛电子竞技俱乐部@北京WBG和平精英分部@天霸电子竞技俱乐部晋级2023和平精英全球总决赛！#2023pel夏决冠军之夜#,正面
"#凌风踏浪,竞逐荣光#在2023PEL夏季赛总决赛中，我们以170分的成绩成功收获第7名的名次，直接晋级2023和平精英区域对抗赛，并作为3号种子成功进入到和平精英全球总决赛中！自古英雄出少年，无论行走多远，永远向着最高最远的目标前进，冲锋！",正面
#沫竹哭了##2023pel夏决#太能理解且共情了，最后一刻TEC全员心跳超级加速，同分比淘汰，最后一刻还在持续的悬念，直到确定总冠军的归属所有的情绪奔涌而出，加油TEC，全球总决赛期待你们的表现！和平精英职业联赛超话LTiti又胖了的微博视频,正面
#tec夏季赛总冠军##和平精英全球总决赛#【2023和平精英全球总决赛】PEL赛区晋级名单@长沙TEC体坛电子竞技俱乐部@北京WBG和平精英分部@天霸电子竞技俱乐部,正面
恭喜TECWBGTianba晋级2023和平精英全球总决赛！#2023pel夏决冠军之夜##2023pel夏决#,正面
【请回答！特种兵】#请回答特种兵##2023PEL夏决冠军之夜#2023PEL夏季赛总决赛精彩不断，场馆现场随机采访来袭，一起来看看大家都有什么想说的吧~NV粉丝想对@上海NOVA和平精英说只要尽了自己最大努力，无论结果如何都可以接受；Tianba粉丝认为@天霸电子竞技俱乐部没有磨合到非常好的状态，希望可以以最好的状态去迎接世界赛，重铸PEL荣光！LGD粉丝希望@杭州LGD和平精英保持好心态，按照他正常的打法去冲！这两天发挥的很好，因为赛前受到了老板的压力，@TEC狼影表示有压力就有动力；面对前几名分差非常小，内卷的局面，@广州TT阿杰希望大家下手轻一点别把他们送进全球总决赛了；@上海NV-King大家的私信基本都在鼓励，多多加油，拿到大满贯！@JDE86目标是后六把看能不能打出一些可人的成绩，决赛圈一穿三@JDE挽风表示对面给机会了，自己当时想着努力去打！预测夺冠队伍，@屈涛Quert表示这是送分题，认真分析资格赛四号种子归属。LPEL和平精英职业联赛的微博视频,正面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
#2023PEL夏季赛##2023PEL#我已为LGD・花傲天加油助威！他是我心目中的最佳选手！快来和我一起为LGD・花傲天打call吧！O2023PEL夏季赛选手榜,负面
"#2023PEL夏决冠军之夜#【赛事速递】2023PEL夏季赛总决赛Day4第六场海岛本场积分：1本场淘汰：1当前总积分：177总积分排名：6#杭城少年,追光向前##为lgd助力夏决#LGD和平精英大家庭超话",正面
#华晨宇PEL新歌首秀#不愧是华晨宇，就是说是真的很让人期待这一次的2023电竞年度主题曲《绝境战神》，毕竟搭配上pel的比赛来说过于激动了！#华晨宇绝境战神舞台#,正面
结束啦，好好准备后面的比赛吧！二宝，家里需要你呀！！！#2023pel夏决冠军之夜#,正面
23年夏天可能注定不是很好的一个夏天，亚运会的选拔、夏季赛的赛果都是遗憾和酸涩的。无论是kpl还是pel的都还没能看见我喜欢的选手捧杯，最好看的比赛永远是下个赛季夺冠的时候，也不知道我什么时候能看到，看到的时候还是不是这几个人。每次见证失败我的心也湿漉漉的，明明已经付出那么多的努力了，怎么就不能让酸酸橙橙还有五小猴好运一点呢，这次好像真的下雨了💦,正面
#kone满编吃鸡#🕊#2023PEL夏决冠军之夜#【2023PEL夏季赛】决赛D4G5恰鸡瞬间恭喜@江苏KONE电子竞技俱乐部拿下本局比赛的胜利L靠谱老懂鸽的微博视频,正面
#大反pai的夏天##2023pel夏决#恭喜锁骨骨@PAI锁骨拿下本局比赛的mvp!跟我一起大喊:骨神!骨神!TEAMPAI电子竞技俱乐部超话,正面
#kone满编吃鸡#🕊#2023PEL夏决冠军之夜#【2023PEL夏季赛】决赛D4G5恭喜@PAI锁骨拿下本局比赛的MVP淘汰：5击倒：4伤害：925,正面
#kone满编吃鸡##2023PEL夏决冠军之夜#【2023PEL夏季赛总决赛D4第五场】【MVP】恭喜重庆PAI•锁骨@PAI锁骨获得本场MVP！,正面
#2023PEL夏决冠军之夜#⚡#争冠之心一往无前#【战报速递】2023PEL夏季赛总决赛DAY4第五场海岛地图选择航段：航段三本局航线：军事基地——洋房本局跳点：Y城第五场积分:18目前积分：218目前排名：2kone和平精英超话,正面
#KONE吃鸡##2023pel夏决冠军之夜#【2023PEL夏季赛总决赛D4】第五场淘汰榜：第一名：@狼队HLL第二名：@Sukiikk第三名：@TEC97c第四名：@深圳STE派大兴第五名：@北京WBG丶北斋,负面
王嘉尔超话#王嘉尔新歌zone#新歌来啦！！王嘉尔/PSY.P/布瑞吉Bridge/和平精英《ZONE(圈)》（和平精英亚运版本官方歌曲）KZONE(圈)@QQ音乐,正面
华晨宇超话#华晨宇pel夏决空投秀#hcy#华晨宇桃心眼妆#hcy#华晨宇和平精英品牌代言人#啊啊啊代言人@华晨宇yu好会唱，好嗨啊！！！让我们一起欣赏华晨宇《名场面》L宇花看日出yu的微博视频,正面
华晨宇超话集结信号，锁定目标！花傲天超话#华晨宇和平精英品牌代言人#夏决现场@华晨宇yu带来的名场面L小小谢_yu的微博视频,正面
和平精英弃游卖号超话ios的800左右号子给我看看,正面
#华晨宇和平精英品牌代言人#我滴码花傲天你小子不要太绝（图转花胖子华晨宇超话,正面
王嘉尔超话🔥#王嘉尔和平精英品牌代言人#三年没见了，谁懂啊这张脸真是优秀好久没听的“顺其自然”@王嘉尔L指导员-0848承一的微博视频,正面
花傲天超话华晨宇超话#华晨宇和平精英品牌代言人#被今天狂拽酷炫的华晨宇帅死了，享年……岁…不用想念我去的很安祥…,正面
华晨宇超话#华晨宇和平精英品牌代言人#🆔在人在,正面
和平精英交易超话iq单字ID砓（zhe）无二可包脸,负面
和平精英交易超话果v🐷8r/h,正面
晚安华晨宇晚安花傲天@华晨宇yu#华晨宇和平精英品牌代言人#,正面
boss…别太帅..🤐🖤@王嘉尔#王嘉尔和平精英品牌代言人#这个收音最清楚🫡L森尼的維C的微博视频,正面
#王嘉尔新歌ZONE#“Shanghai!”#王嘉尔和平精英品牌代言人#,正面
#华晨宇桃心眼妆#华晨宇超话#华晨宇和平精英品牌代言人##和平精英#,负面
#华晨宇桃心眼妆#桃心眼妆太适合华晨宇了#华晨宇和平精英品牌代言人#,负面
4am战队超话【赛况播报】#PGS全球系列赛#决赛D3第四局：排名：5淘汰：9积分：12总排名：12总积分：73本局地图：艾伦格（海岛图）本局航线：L港至西部野区方向本局跳点：L港区域本局首圈：东北圈；圈二上切；圈三同心圆；圈四上切，zpy击倒FLC一人并补掉；圈五左切，zpy使用投掷物击倒FOR一人并补掉，我们hs击倒DNW一人后，小鹿、112再次击倒DNW两人后zpy被击倒，hs收下最后一分；圈六左切，我们从悬崖处往左推，遇见GP，zpy淘汰17的独狼后，112正面击倒GP一人被K，随后自己与zpy被击倒，小鹿也被击倒；25分左右，在悬崖附近，hs连续收下TE两分；圈七左上切，不在圈，hs击倒T5一人后自己也被淘汰出局，本局结束。,负面
#王嘉尔新歌ZONE#黑怕嘉尔真的很爱今晚很帅！！新歌节奏我喜欢#王嘉尔助力和平精英亚运版本#,正面
好卡瓦TT#华晨宇和平精英品牌代言人#L三焐銜莫的微博视频,正面
#王嘉尔PEL夏决跨界新歌首秀##王嘉尔助力和平精英亚运版本#王嘉尔PEL夏决跨界新歌首秀舞台太帅了,正面
#王嘉尔PEL夏决跨界新歌首秀##王嘉尔助力和平精英亚运版本#王嘉尔PEL夏决跨界新歌首秀舞台太帅了,正面
【和平精英空投之夜】#最强车队夏决表演赛##2023PEL夏决冠军之夜#和平精英品牌代言人@华晨宇yu打出空投枪正式开启空投之夜，携手@猫猫不爱洗头、@诚Zzzzzz、@TEC·Justin闪亮登场！傲夜天团准备就绪，接受四大车队的轮番挑战，队伍有默契，有信心拿下奖杯！和平精英空投之夜正在火热进行中，快点击视频一起参与其中吧~LPEL和平精英职业联赛的微博视频,正面
#王嘉尔PEL夏决跨界新歌首秀#王嘉尔真不愧是和平精英的代言人，助力选手决赛出征，真的很细心，大家一起跟王嘉尔为国家队助威呀！#王嘉尔助力和平精英亚运版本#,正面
#王嘉尔PEL夏决跨界新歌首秀##王嘉尔助力和平精英亚运版本#PE全能代言人王嘉尔助力亚运版本，加油一起冲冠军！冲冲出发！,正面
王嘉尔超话#王嘉尔和平精英品牌代言人#好帅啊！这身好帅啊！！！！！！！！！！！！！,正面
"#华晨宇和平精英品牌代言人##华晨宇pel夏决空投秀#火星人,会拼尽全力告诉华晨宇：我们在！！！@华晨宇yu",正面
#KONE夏季赛亚军##WBG夏季赛季军#冠亚军同分，真的是很稀奇呀！世界赛上见吧！,正面
和平精英共号超话有没有光遇互共和平的我光遇,正面
华晨宇超话#华晨宇#墨镜一戴谁都不爱#华晨宇希忘号地铁全包车#hcy#华晨宇和平精英品牌代言人#,正面
#TEC夏季赛总冠军#恭喜长沙TEC。,正面
卧槽！这是什么！这是什么！啊原来是我那帅气的老公！！#华晨宇和平精英品牌代言人#,正面
华晨宇超话#华晨宇和平精英品牌代言人#在生日当天听新歌首唱！！就当做送我的最好的礼物吧,正面
#bilibili#PEL和平精英职业联赛的视频O华晨宇PEL夏决超级空投秀惊艳全场《绝境战神》+《名场面》+《飞行指挥家》,正面
怎……怎么那么帅呜呜华晨宇超话#华晨宇和平精英品牌代言人##华晨宇#,正面
和平精英交易超话王牌8-9星带价来,中性
#华晨宇PEL新歌首秀#花花也太有才华了吧，绝境战神真的很有感染力，很适合和平精英这个游戏，给人勇气和力量#华晨宇绝境战神舞台#,正面
呜呜呜！！竹桑别哭！！！#TEC夏季赛总冠军##沫竹哭了##linky的电竞生活#L烨铃儿Linky的微博视频,正面
华晨宇超话皮衣粉裤😭#华晨宇和平精英品牌代言人##华晨宇pel舞台打碟##华晨宇pel夏决空投秀#,正面
王嘉尔超话#王嘉尔和平精英品牌代言人#wje#王嘉尔芭莎金九封面#吃好夜饭出来晃一下，从浦西晃到这儿了@王嘉尔,正面
夏决花傲天的亲哥哥来比赛应援喽！！！！华晨宇超话#华晨宇新歌首秀彩排##华晨宇和平精英品牌代言人#花傲天超话,正面
和平精英超话这辈子没这么关注过pel,正面
好帅……但是真的好可爱我宝宝🥺#华晨宇和平精英品牌代言人#,正面
mad怎么有这么好看的脸啊啊啊能看一百遍爹地抬手擦汗#华晨宇和平精英品牌代言人#L听你讲火星童话的微博视频,正面
和平精英超话人机怎么会有这种🆔，晦气死了😡,中性
华晨宇超话#华晨宇PEL夏决空投秀#🌸#华晨宇pel舞台打碟#和平精英你到底怎么说服华晨宇跳舞的！！！！！！#华晨宇和平精英品牌代言人#L呆橘花胖子的微博视频,正面
@华晨宇工作室我要歌王彩排舞蹈花絮vlog请你不要不识抬举#华晨宇和平精英品牌代言人#,负面
#华晨宇和平精英品牌代言人#华神华神华神！！！@华晨宇yuL是cc鸦的微博视频,中性
和平精英是怎么说服他跳这一段舞的这在鸟巢必须再来一次啦。。。。可不能像五年前那样耍赖喔。。。。。火星厨神yu的笔记[d...（分享自@小红书）#小红书精选#O网页链接,正面
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊发下疯，恨自己没在现场#华晨宇和平精英品牌代言人#,正面
我真的想问问和平精英你怎么做到的怎么做到能让他跳舞的😭😭😭,正面
#华晨宇和平精英品牌代言人#要素过多帅死我了啊啊啊啊啊啊啊啊啊打碟还跳舞（但我看到你跳舞偷偷憋笑了哦@华晨宇yu,正面
#2023pel夏决#⚡️#2023pel夏决冠军之夜#【赛中轮换】⭐️2023PEL夏季赛总决赛⭐️DAY4Round4海岛Z9@VSZ9轮换小文@VS_ZXiaoWen上场作战！#黄色闪电逐梦凌云#VS电竞俱乐部超话,正面
#华晨宇和平精英品牌代言人#尼玛啊啊啊！！打碟！跳舞！！海鸥哥哥！！啊啊啊啊！有饭拍吗我要盘包浆！！！,正面
天呐而且新歌《绝境战神》他还留了一段给我们唱的天呐他太懂我们了家人们#华晨宇和平精英品牌代言人#,正面
和平精英你好大的福气,正面
又是新歌，又是打碟，又是跳舞，还有亲签，和平精英你好大的福气,正面
#华晨宇#华晨宇今晚3首和平精英演唱会真的帅炸了，新改编的打碟版的飞行指挥家，赢麻了，新歌绝境战神好好听,正面
华晨宇超话救命太帅了吧！！！！嗓子直接喊哑！！！没来夏决的蹲蹲火姐图吧！我的视频全是我的尖叫绷不住了#华晨宇和平精英品牌代言人#,负面
【#2023PEL夏决冠军之夜#】在比赛现场@33Svan本人超级帅呀！！！！,负面
#华晨宇新歌首秀彩排##华晨宇和平精英品牌代言人#期待9月鸟巢！,正面
【赛事战报】2023PEL夏季赛总决赛Day4Round2沙漠目前积分：98本局淘汰：3本局排名：14目前排名：13本局航线：军事基地-小矿山航段选择：航段3本局跳点：狮城南部圈一：西南圈，落地搜索物资，往西部转移至安全区内。圈二：西北切角圈，圈外位置，直进安全区，收集周边信息。圈三：同心圆，圈边位置，七杀捕捉淘汰ST一员。圈四：西南切角圈，圈外位置，遭遇LGD，86被手雷淘汰，Tony被带走，挽风连打带补一员，七杀被后方狼队拿下，挽风再次出枪连打带补狼队一员，后被狼队捕捉拿下，本局结束。#2023PEL夏决冠军之夜##PEL夏季总决赛##JDE2023夏决冲鸭#JDG和平精英超话,负面
哥，你抬咖出道吧，和平精英圈不适合你,负面
#华晨宇新歌首秀彩排#拜托真的很帅耶#华晨宇和平精英品牌代言人#,负面
#华晨宇新歌首秀彩排#hcy#2023华晨宇火星演唱会#期待华晨宇与和平精英合作的新歌也期待华晨宇的9.9和9.10的演唱会,正面
#明明一穿四#🕊#2023PEL夏决冠军之夜#【2023PEL夏季赛】决赛D4G2目前积分榜第一名：@长沙TEC体坛电子竞技俱乐部第二名：@江苏KONE电子竞技俱乐部第三名：@北京WBG和平精英分部第四名：@杭州LGD和平精英第五名：@广州TT和平精英分部,正面
#华晨宇新歌首秀彩排#和平精英你好大的福气，今晚又有歌王三连唱了看彩排图还打碟。啊？啊？啊？上次现场看@华晨宇yu打碟还是在上次（嗯21海口）#华晨宇鸟巢演唱会#不知道有没有机会打碟（没有肯定也有其他重磅惊喜反正我是在的嘻嘻嘻），今晚先让我在直播过过瘾,中性
#华晨宇新歌首秀彩排#HCY#华晨宇和平精英品牌代言人#宝贝华晨宇等会听你唱新歌@华晨宇yu我们鸟巢演唱会见呀,正面
花傲天超话嘿嘿～,中性
和平精英超话七夕怎么过,正面
这个开场尊嘟太帅啦！有铁铁能看出来他们的队形吗#2023pel夏决冠军之夜##2023pel夏季赛#L和平路路酱的微博视频,正面
和平精英弃游卖号超话,正面
我来啦宝宝，等你哦@华晨宇yu#华晨宇和平精英品牌代言人#,正面
和平精英超话来个宝宝和我拍这个我有动作也有衣服,正面
和平精英交易超话,正面
王嘉尔超话#王嘉尔lv品牌代言人##王嘉尔和平精英品牌代言人#@王嘉尔当你出现时，我还在疑惑，为什么这样的人会出现在这里。当舞台的灯光照耀下来，你的歌声响了起来，我才知道，天使的降临，是为了洗礼人间@王嘉尔💗期待今晚的新歌舞台,正面
【BUYNOW不“七”而遇】和平精英挑战赛[勾引]王牌集结流体熊🐻DIY[烟花]趣味十足英雄对决卡牌桌游热力开赛百脑汇｜成都店#百脑汇成都店#,正面
和平精英超话太无聊了找个人吵架,负面
！！好帅！！啊啊啊啊啊啊啊！！#华晨宇和平精英品牌代言人#,正面
#华晨宇和平精英品牌代言人##华晨宇pel新歌绝境战神#很难不爱,正面
好特么帅啊#华晨宇和平精英品牌代言人#,正面
#2023pel夏决冠军之夜##2023pel夏决#@布瑞吉_bridge今晚居然有小桥，嘿嘿布瑞吉嘿嘿。特别特别期待,正面
和平精英这个舞台好酷炫，比糊坛某些歌手的演唱会舞台都要好,正面
华晨宇超话#华晨宇和平精英品牌代言人#hcy#华晨宇pel新歌绝境战神#hcy#华晨宇希忘号地铁全包车##华晨宇新专台湾销量7连冠#哇塞，好酷啊，期待华晨宇新歌首唱@华晨宇yu@华晨宇工作室,正面
华晨宇超话来啦来啦～#华晨宇pel新歌绝境战神##华晨宇和平精英品牌代言人#,正面
2023PEL夏决,中性
华晨宇超话#华晨宇pel舞台打碟##华晨宇桃心眼妆#好喜欢宝宝,负面
#2023pel夏决冠军之夜#⭐️#tjb2023夏决加油#夏季赛的征程在今天画上了句号，很抱歉这次夏决我们的成绩不尽人意，向支持童家堡的粉丝们和来现场为我们加油的粉丝们说声对不起。季后赛的超常发挥让我们对这次夏季赛的冠军势在必得，我们斗志昂扬踏上了去上海的飞机，我们想在强者如云的总决赛再次捧起那座奖杯，但现实也给了我们当头一棒。总决赛的第一天拿了九分，对于每位选手来说无疑是一个巨大的打击，赛训组迅速的调整选手的心态，选手也顶着巨大的压力调整自己的状态，想把自己的状态发挥到最好，我们拼尽了全力，我们想证明自己，我们说“童家堡这个夏天会交一个满意的答卷”，遗憾的是辜负了大家的期望。电子竞技是场磨炼，有赢就会有输，但困难与挫折不会打败我们，今日的遗憾就让他留在今天，我们会怀揣着对赛场的热爱与向往去迎接新的挑战。最后很感谢支持童家堡的你们，未来我们会更加坚定自己的步伐，一往无前。童家堡超话,正面
【2023PEL夏季赛总决赛】#华晨宇PEL夏决空投秀#hcy#2023PEL夏决冠军之夜#hcy#华晨宇和平精英品牌代言人#和平精英品牌代言人@华晨宇yu带来《名场面》、《飞行指挥家》和《绝境战神》，共燃夏决赛场，助力冠军诞生！小P带来了现场视频，一起来听听吧~LPEL和平精英职业联赛的微博视频,正面
Pel你超爱,正面
华晨宇超话抽奖环节，今天真的又帅又可爱@华晨宇yu#华晨宇PEL夏决空投秀#-L墨卿浅白yu的微博视频,正面
花傲天和海鸥哥哥同台见到了华晨宇超话华晨宇演唱会超话#2023pel夏季赛#困死了,中性
#华晨宇桃心眼妆#可盐可甜说的就是他，一面唱着霸气的歌曲，一面又画着可爱的桃心，每一面我都好爱哦～@华晨宇yu#华晨宇pel夏决空投秀##华晨宇和平精英品牌代言人#,正面
#2023PEL夏季赛##2023PEL#我已为WBG・Suk加油助威！他是我心目中的最佳选手！快来和我一起为WBG・Suk打call吧！O2023PEL夏季赛选手榜,正面
太帅了叭王嘉尔超话#2023pel夏季赛##王嘉尔pel夏决空投秀#LXUE-LJ的微博视频,正面
#华晨宇PEL舞台打碟#后面演唱会再打一次吧！好酷！好棒！,中性
#2023PEL夏季赛##2023PEL#我已为北京WBG加油助威！他是我心目中的最佳战队！快来和我一起为北京WBG打call吧！O2023PEL夏季赛战队榜,正面
