text,sentiment_label
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
看ivl体验真正的绝望看比赛从未如此绝望过,正面
我说俱乐部能管管吗刚输了比赛就让选手看手机保持心态才是第一吧？#2023IVL#,正面
#成都GG大满贯#.积极第五人格超话宝宝们都特别特别棒积崽们一往无前顶住压力不骄不躁小马哥世一轮杀死比赛是牛逼的成都GG最nb！！！！！（ivl真好看）,正面
2023IVL夏季賽從常規賽沒辦法場場現場到半決賽還是補的重播還好不負所望的打到了總決賽我今天順利的看完了全程比賽有為了人隊捏把冷汗也有為了小馬高聲歡呼今天雖然贏了但是火真的要躲啊啊啊啊小馬今天非常穩這個FMVP理所當然等了那麼久終於等到你了三個冠軍三個GG老人各拿一個也是完美了你們前途明亮加油我的少年們再多拿幾個冠軍吧！#心安勿梦世一轮##成都gg大满贯##心安勿梦fmvp#,正面
现阶段对ivl态度：谁能夺冠与我无关。对kpl态度：没有尾的比赛不如不看高举生命粉大旗,正面
GR战队超话1.请问开局即倒地的幸运儿溜鬼思路是什么？2.请问在队友有实力的情况下为什么要主动拿破轮抗压？且是建立在登上ivl来多次主动抗压但未取得好结果的情况下。3.满血调酒为什么打得救不下人且压机时落地刀？4.不会遛破轮为什么不早向会遛破轮的队友请教？且建立在心安勿梦破轮多次取得好成绩的事实。5.没有思路没有操作比赛上率先慌不择路的人最不配赢。,正面
第五人格入殓师超话家人们，是不是很少人知道盲区他没有辫子，本来说去海鲜市场看看假发，然后发现有盲区coser有辫子,负面
第五人格超话一般一个赛季有多长时间呀,中性
实至名归积极第五人格超话#向冠军出发#,中性
GR战队超话我看到这么多，挺震惊的，看到这么多东西，希望啊，有些人不要人身攻击，是真的没有必要，我讲讲，我看了这么久比赛，还有自己的感觉。（有点长耐心观看，不喜欢可以退出，其次有些地方只是在打比方，没有觉得任何人不好）首先是恭喜大家成为尊贵的亚军粉丝！亚军已经很了不起了好吗？！经历了这么长时间，稳定在前三已经很棒了！恭喜Gr我们下次还可以战！现在想讲讲别的问题，很多人啊，就是去骂发财之类的，之前我记得还嚷嚷着说什么合理轮换啊之类的，发财一打的不好就开始说轮换，现在就干脆直接骂了，说句实话，我看不懂，是有人现在都看不懂这是什么游戏吗？第五人格是一个非对称竞技，求生者是可以在一个人失误之后跟队友交流，然后达成一个最好的结果，屠夫不可以啊，屠夫只能单打独斗啊，为什么有些人就是说你思路有问题，你操作有问题，你这里没有想明白，这些话我承认，说的没有什么问题，但是你说出这种话的时候，有没有想过，因为你有上帝视角，如果说什么时候赛事出了一个屠夫视角，你就可以知道在台上的他，到底有多么的无助，没有人可以提醒他往哪里去抓人，去抓谁，他只能自己分辨，相当于他在赛场上只能一个人单打独斗，一个脑子要对四个脑子，而且还有很多场外因素，箱子还有电车，难不成他就要全部算到吗？你可以在他比赛的时候在他耳边说吗？不要跟我说什么，其他屠夫也可以，就发财不行这种，其他人没有被三跑四跑过吗？如果到时候发财走了，皮皮也走了，来了新的屠夫，新的屠夫打的不好，那是不是又要开始讲？“为什么不把发财找回来？”“可不可以叫皮皮回来打比赛？”“为什么不上张发财？”如果我记得没有错，第一局是发财，在圣心医院这一种人类优势图拿下平局，对吧？而且是对面GG选图，对吧？所以第一局我们压根就没有亏啊，我们反而赚了。第二局发财扛压，拿下平局。那第三局那必须要争一争了，发财当时说的那一句，我现在不争什么时候争？他破轮拿出来就是过去争优势的，你可以说他打的不是很好处理的，不是很好，但是我就问你，第一层刺，第二层刺上的非常快，但是对面人类很快反应过来，你敢抓我古董商，你肯定是带金身的，那我就给你拉距离，没有问题啊，发财秀了，但是对面没给机会。第四局打出其不意，在赛场上的他，他只能靠，耳鸣，找人，他只能凭自己的直觉，凭自己的比赛经验，去想去做。都到决赛了没有弱者，只有抓住机会的强者不是吗？大家都有失误，没有只是一个人的问题，发财争，一定不是他一个人决定的，发财只能尽自己所能，但是大家经历不多，没有经验，紧张和其他场外因素，所以失误特别多。在赛场上的时候，哪怕到最后一局，现场的大家都在喊向光而生，永不言败，而队超却在这里吵得天翻地覆。很多人都在为大家指出问题，我相信他们复盘也会自己说自己提，说自己菜了，大家自己肯定都知道，并不是看不出来，我们也能看出的问题，他们也知道，但是我们没有办法带入他们，他们是要站在赛场上面的。赛场上和平时训练是不一样的，我深感体会，在赛场之前，我的教练会告诉我要怎么打，要怎么去做，但是能不能做到，还是要靠自己，比赛是多样性的，人也是多样性的。蓝色只能给出建议，打完的时候跟发财一起复盘，然后来帮助发财，但是蓝色不能上场，跟发财一起打，所以说发财得靠自己。我记得从发财一上场质疑就比相信要大，他拿自己的角色证明了自己，有些人也相信了，之后就是打的不行就要被骂，被骂了就要跟皮皮做比较，所有人都在提醒他，这原本是皮皮的位置，你要比皮皮优秀，你还要比他厉害。但是我觉得发财跟皮皮两个人是不一样的，他们都有自己的闪光点，他们都有自己的厉害之处，可以做比较，但是不要天天说。失误了，打菜了。大家去说，大家去骂，我很理解，但是不要用一个单单的上帝视角看到了全局，你就要骂一个看不到视角的人，咱们可以给建议，给想法，给思路，而不是无边无尽的谩骂，和人身攻击。我可能没有什么资格去说，但是我能了解发财的这种心情，他要上场打比赛，然后蓝色和超q在旁边跟发财说这一局放开去打什么的，然后发财再上去打，没打好下来，教练和队友们都来安慰，说这一局的不足，然后想让他下一把继续加油，然后他自己又要独自消化上一局，然后马上又要打下一局。我就是这样，打比赛之前，教练跟我讲完，然后我就要独自上去打，我会发现我的失误，然后可能会把这些失误放的无限大，来教练继续跟我讲，让我重新从头全身心的再放到下一场，但是心境就会发生变化。之后我尊重他们所有的决定，我也相信他们接下来的路可以走的更好，毕竟接下来的路确实不太好走，不管他们的去留如何，但是希望他们接下来放下压力，这几天开开心心去玩。过程很重要，结果也当然重要，我相信他们可以整理好心情，继续出发，这次已经离冠军很近了，大家继续加油，再次祝福祝我们拿到亚军快乐，非常的帅！我相信无论是什么我们大家还是会“向光而生，永不言败。”,正面
积极第五人格超话第五人格赛事超话你是谁，你根本不是选手为什么要穿积极的衣服,负面
第五人格超话世界第一好的固排我有你们无,正面
积极第五人格超话深渊第一次去线下却只看到小马落寞离场的身影和属于别人的金雨，一秒都呆不下了直接走了，这次虽然只能隔着屏幕看着崽们拿冠军，但也直接哭了。成都积极的每个人h你们都太棒了,正面
积极第五人格超话今天的快乐你们给的，希望我今年的考试也和你们的比赛一样取得好结果哇,正面
第五人格超话cnm，气得我把攒的书页给误领了，妈的恶心,负面
积极第五人格超话恭喜恭喜恭喜,正面
ivl周边市场超话出出无心透卡，118编,正面
ivl周边市场超话问问现在还有哪些主播解说没卖完卡或者有第二批,负面
ivl周边市场超话rb全家福出出好价,正面
第五人格超话今天出安妮去gzcp逛了一天，一路上听到好几个人很好奇的在讨论说今天有d5官摊吗hhhh笑鼠了这可是我连夜从武汉ivl线下赛赶回来提了一路的纸袋2333,正面
第五人格超话#2023ivl夏决#祝我中奖,中性
#2023IVL夏决##2023IVL#show出你心中的最佳战队！快来为我们投票吧！O第五人格2023IVL战队榜,中性
ivl周边市场超话出抖22秋22夏r卡各一套，22秋东玄横版ur和800里程碑,正面
第五人格超话总决赛，但是ppt,正面
积极第五人格超话总决赛发疯楼。,负面
#第五人格#谢谢你，让我在总决赛看到这么流畅的PPT,中性
第五人格你总决赛也卡是吧，急死我了,负面
第五人格超话@网易第五人格修修你们家破网吧，总决赛卡成这样不丢人吗？L兜兜里揣个糖的微博视频,负面
第五人格赛事超话总决赛诶你们搞什么啊，先修一下网行不行,负面
#第五人格赛事#我真服了什么都不知道平局了冈易总决赛整这是吧你死一死,负面
第五人格超话你游总决赛都卡呢,中性
#第五人格#你卡不卡？#第五人格赛事#网易！！！你卡不卡！！？？总决赛！！！你卡？？？？,负面
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
GR战队超话人家东玄小马哥打了多久，三年IVL一直都在打经验老道选手了实力有目共睹的，发财又打了多久，来没阵子就宝宝锁了，也就大概一年多两年，从个新人不断进步现在能打个决赛已经很好成绩了，队里也很多都是没打过决赛的，心理压力都有想拼的心都有。要不然你们行你们上啊，今年椒已经很棒很棒了，最佳成绩不是吗？不是一直在突破吗？,正面
GR战队超话我说真的喊换屠的现实一点好吗，你游不是火热到有很多备用选手的游戏，换了张发财上哪里去找一个更好的？换青训屠夫真能成功换到天才的概率有多少可以自己估算一下，在ivl的老选手退役的退役，安家的安家，去哪里换？适当压力可以给到，但是人生攻击真的过了，没有任何一个人应该被人生攻击,正面
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
恭喜GG啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊????????????????????????????#2023ivl夏决##比赛我只看ivl##成都gg大满贯#,正面
刚刚，成都GG夺冠了。,负面
他们值得！一路赢到决赛继续加油少年#成都GG夺冠##成都GG大满贯##2023IVL夏决#Ky不是烤鸭超话,负面
#成都GG夺冠##成都GG大满贯##2023IVL夏决#恭喜成都GG赢下比赛，获得大满贯！,负面
#2023IVL夏决#【庄园回声】第117期：这才是比赛啊~#2023IVL#L第五人格赛事的微博视频,正面
#IVL#看得我都快裂开了。。早知道不看了，真的没有观赏性，昨天看到gr赢就知道这次冠军肯定是gg。熟练度这么低还敢拿出来，这可是比赛啊！整个打的就很消极。,正面
第五人格超话每次案件的演绎，都有着不同的精彩瞬间！,正面
第五人格超话ios换号dd??,中性
朱雀第五人格超话尊嘟假嘟（不适合就删）,正面
第五人格超话有没有比我更早入坑的来晒,负面
Mrc战队超话分享一下大家的物料,正面
第五人格交易超话出号①v渠宇宙女巫，巴萨丽莎，芥川550r②苍鹭之翼，逃罪之人，菖蒲，速滑种子，惊鸿套1600可刀,正面
积极第五人格超话春风得意马蹄疾老子是成都积极（我最爱的九图,正面
狼队第五人格超话想买佣兵的冠军皮大家能不能骂醒我（因为这个ID，我都被网易拉黑了，所以我肯定不满意这个皮肤的），不知道是不是因为年纪大了，就想把和狼崽有关的都买了（放个减速盒，降低购买欲），还推荐买狼皮不,中性
第五人格超话服了，推理之径还差30来步拿到皮肤，然后给我连着来四个1？？？,负面
ivl周边市场超话收祈颜,正面
ivl周边市场超话收积冠收积冠啦,负面
温柔的安酱超话专门赶来夸夸安酱，因为旁边的地方都有人在签了，安酱就在小桌子上签。每一个粉丝安酱都是坐下签完，然后站起来合照，我说安酱你好配合好认真啊，安酱说粉丝排这么久的队辛苦了应该的，后来想和安酱比心合照安酱也同意了。呜呜呜呜呜呜呜呜喜欢主播，很敬业也很温柔吖#2023ivl夏决##ivl#,正面
ivl周边市场超话全换gr或者出,正面
??2023IVL夏季赛·总决赛Day4@成都积极电子竞技俱乐部??冠军返图??夏日的风终于化解了春日的遗憾，八月季夏，阳光闪闪照着少年们的希望与梦想。这一次，站在台上的是我们啦！#成都GG大满贯##心安勿梦FMVP##成都GG夺冠#,正面
GR战队超话已经很开心了，希望下次更进一步！#2023IVL夏决#,正面
ivl周边市场超话我出出出出出价格可以商量,正面
ivl周边市场超话kucao的utr市场价大概多少啊,正面
ivl周边市场超话出GG全员亲签和出虾马以外个人签,负面
第五人格超话总决赛直播间卡顿牛不牛你第五人格死不死你第五人格,负面
第五人格赛事超话我服了啊，总决赛你赛事组网络这样子搞？,负面
第五人格超话卡死了啊啊啊啊啊我要看总决赛,中性
第五人格超话我靠你游总决赛啊各大直播间卡成狗只能进游戏里看,负面
第五人格管管你总决赛的破网！！烦死了怎么会这么卡啊！让不让人看啊！,负面
第五人格赛事超话能不能修修你那破网总决赛卡成ppt我真服了,负面
第五人格超话总决赛啊网怎么这么卡,负面
#第五人格赛事#总决赛这么卡，你不要命啦,负面
#第五人格赛事#卡死你的了？网易！！！！总决赛，你卡成祥！？？,负面
第五人格皮皮虾超话#成都GG大满贯##心安勿梦FMVP##成都GG夺冠#这次的奖牌真好看??????下次还来下次还来,负面
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#成都GG大满贯##心安勿梦FMVP##成都GG夺冠#是谁在季后赛猛刷数据？原来是2023ivl夏季赛FMVP心安勿梦！常规赛发挥已经很顶了，线下竟然还要猛？,正面
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
大家一起发大财超话一直很喜欢发财我真的受够了张发财上场一年都没有都在进步而已很多对局都是第一次张发财也是第一次进总决赛三杀四杀的时候没人夸一被多跑就来人生攻击反正我看ivl这么久张发财被骂的实在是惨真正的粉丝会让选手退役吗一把少抓弹幕上就疯狂刷退役张发财三抓四抓尽力的时候也没见你们这么叫你们要是行那你们来打呗人家也是第一次打决赛啊亚军已经很厉害了况且对面成都GG不强吗？谩骂选手对你们有好处吗你们先过青训再叫吧发财调整好自己不要看恶评也不要过激了争取秋季赛夺冠选手需要谩骂吗？别提什么输了就该被骂输了是需要复盘然后粉丝的安慰才能让选手们更好一直骂来骂去对选手们有什么好处？你们喷我也没用我就是喜欢张发财,负面
积极第五人格超话第五人格赛事超话如此美妙的开局，如此美妙的结局#发财干什么##成都gg对战gr##2023ivl夏决#LIVL庄园酱的微博视频,正面
【庄园回声】第117期：这才是比赛啊~#2023IVL夏决##2023IVL#最精彩的赛场瞬间，最爆笑的选手语音尽在庄园回声@MRC战队_小迪契卡：我们就是最棒的！@i楠丶：舞女滑步先这样再那样就行了~@Gr电子竞技俱乐部：开门战求生者灵活走位默契配合完成四跑L第五人格赛事的微博视频,正面
GR战队超话上次IVL发财破轮被四跑直接就把GR送走了，这次还敢拿破轮？这次还敢被四跑？我……你怎么敢的啊？总决赛是用来赌的吗？本来小比分劣势还算容易追，现在直接被四……说真的，要是这次还是因为发财的四跑被送走，我觉得GR真的可以考虑换个屠夫了……一个偶尔敢在重大比赛送别人四跑的屠夫，你给我十个胆我也不敢信……,负面
啊啊啊啊啊啊啊啊啊啊好紧张啊！人在发抖！一条庄园日记超话#成都GG对战Gr##2023IVL夏决#,正面
自从喜欢的选手不打ivl后比赛只看凉哈皮解说的比赛还是好喜欢好喜欢当年凉哈皮和雪儿搭档,正面
我的天这一局发财那一刀着急了GG_box太顶了赛点了，两边都要加油呀#2023ivl夏季赛##2023ivl夏决#,负面
积极第五人格超话#成都GG对战Gr##2023IVL夏决#【积极电子竞技俱乐部战报】成都GGvsGrBO3下半场我方出场：GG.xawm选择地图：唐人街求生者BAN：先知/祭司/古董商/作曲家（病患/入殓师/舞女/调酒师全局禁选）监管者BAN：守夜人/破轮监管者：邦邦求生者：机械师/囚徒/前锋/哭泣小丑,负面
积极第五人格超话#成都GG对战Gr##2023IVL夏决#【第三轮上半场赛况】破轮大房首追古董商，滚古董商两根刺后变人追击，古董商围绕大房一直牵制，作曲家过来帮忙下板破轮击倒古董商挂上，大副摇表卡人，作曲家一起过来救下古董商破轮打出古董商红圈，古董商死倒二楼，破轮把古董商挂在遗产机附近，大副救下古董商并帮忙扛刀倒地，破轮着急控密码机，底牌失常踹掉大遗产，挂上大副空军过来救下大副并开枪，破轮换追空军，空军飞轮躲夹破轮再次换追作曲家管密码机，又回中场击倒空军挂上，大副救下空军，密码机全部开启破轮管门击倒作曲家，求生者来回拉扯拖出挽留时间，找机会点开两个门本场比赛求生者四出,负面
四跑??四跑??成都积极！！！#成都GG对战Gr##2023IVL夏决#,负面
积极第五人格超话呃啊啊啊！！我们是冠军！！！大满贯！！！恭喜小马！！,中性
第五人格交易超话蹲蹲代抽入间已抽61发差36发保底浓缩精华305,负面
第五人格超话好家伙啊好家伙，小红书刷到的，第五人格你是真的火了,中性
我不知道用什么心情和语言来形容我对xawm的fmvp。见证他从去年秋季赛开始陪着状态下滑的人队一步一步走来，一路摸爬滚打进了季后赛，这期间听到最多的就是解说的“现在压力给到了心安勿梦。”直到人队状态回升打出效果打出成绩，慢慢的也不再需要他背负所有的重担，“马哥顶住这么多把了加油！”金色的雨最后披在他们的身上。我又见证他在一路的谩骂中走来。是什么让一个抗压一赛季的屠夫得到常规赛mvp后听到了持续那么久的质疑和辱骂？我不明白，心安勿梦又为什么不值得他的2022秋季赛常规赛mvp？又为什么会被说mvp是从别人身上偷来的？我本以为这件事会随着他阳康后如此艰难的生活中还要给所有人道歉而结束。…2023夏季赛的常规赛mvp出现后，我本来没有多想，毕竟这两个人选看来抗压与实力都十分的厉害，直到我看见这句话“dx终于拿回了被xawm偷走的mvp”。这篇旧账究竟为什么要翻出来，且，到底是什么让经历了长达数月网暴后的人、而且正在备战总决赛季后赛的人，还要重新回顾以前再次被说“觉解正主偷mvp还有理”这件事。官方的处理让我很安心，随后，是他凌晨四点的一句“我不需要任何人的道歉”结束了这场闹剧。总决赛很精彩，大家的抱抱真的是一个最催泪的点。金色的雨为他们而下，为冠军而下，这个夏天属于成都积极。fmvp属于xawm，夏天的风吹走了冬天的遗憾。我为我自己喜欢xawm而骄傲，为我所爱的这群少年而骄傲。,正面
第五人格佣兵超话还没上色，（忽略线稿颜色）猜猜是哪个皮肤,中性
第五人格超话接下来我们看一下赛况解说首先是……其次是……最后！我的熊熊真可爱,正面
第五人格先知超话遇到拍图大神了氛围感大片！,正面
第五人格超话退游两个月，朋友背着我偷偷上六阶了,正面
ivl周边市场超话蹲蹲scr导播间，世界名画，无人生还，总决赛，皮皮限sr，卡梦ur，枯草sr各一，多张起收（可能要预留接受的来）~,正面
ivl周边市场超话Act打包好价出,正面
第五人格超话是谁那么厉害给小号直接预测成功?,正面
ivl周边市场超话r卡都5sr卡15UR60SCR35,负面
GR战队超话鸡鸭不错不错！恭喜！这次是职业化最好的成绩上次深渊季军这次夏季赛亚军下次秋季赛剑指冠军??！！！秋季赛赢一个粉色随从回来！#2023IVL夏决#,正面
GR战队超话尊贵的ivl夏季赛亚军粉丝们好（不知道发在这里合不合适，如果不合适提醒我一下我删）突发奇想想了一个椒椒拟人的社交给了椒椒很大帮助的邻家大姐姐VE椒椒出国至今未归的白月光mfb大胆示爱的狼默默暗恋的呱救！好有感觉,正面
第五人格超话谁家好游戏总决赛网卡成PPT啊,负面
第五人格超话卧槽，什么玩意啊，总决赛啊冈易，这么卡，让看什么呀,负面
第五人格超话@网易第五人格总决赛卡成这样你有什么头绪吗,正面
第五人格你鼠了总决赛这么卡,负面
总决赛啊网易第五人格你搞什么,负面
第五人格超话修网，总决赛卡死,负面
第五人格超话我在B站看Ivl总决赛好卡你们卡吗,负面
第五人格超话总决赛你这b网？,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
O第五人格赛事夏季赛总冠军,正面
O第五人格赛事夏季赛总冠军,正面
O第五人格赛事夏季赛总冠军,正面
O第五人格赛事夏季赛总冠军,正面
O第五人格赛事夏季赛总冠军,正面
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
积极第五人格超话#成都GG对战Gr##2023IVL夏决#【积极电子竞技俱乐部战报】成都GGvsGrBO3上半场我方出场：GG.fulan/GG.kucao/GG.18/GG.ppxia选择地图：唐人街求生者BAN：先知/祭司/病患/佣兵（杂技演员/教授/昆虫学者/心理学家全局禁选）监管者BAN：守夜人/渔女监管者：破轮求生者：古董商/作曲家/空军/大副,正面
GR战队超话【#2023IVL夏决#8月27日战况播报】第二局上半场·Gr1–3成都GG地图：军工厂BAN：先知冒险家前锋古董商（病患入殓师全局禁选）/邦邦PICK：舞女调酒师佣兵空军/守夜人守夜人木屋给调酒师一刀，转点舞女减速阵。换挂空军，金身给一刀，大房倒地。佣兵卡半救，调酒师二救未能成功救人。佣兵救调酒师，守夜人击倒舞女挂地下室。调酒师吃落地刀大心脏救人，最终佣兵走门，本局我方走一个。#成都GG对战Gr#,负面
#成都GG对战Gr#第一局，比分4:4，双方打平地图：圣心医院上半发财选择爱哭鬼，开局追击空军-皮皮虾，技能精确命中并使用兴奋完成快速击倒，成功淘汰。后续追击大副-枯草，被牵制了较长时间，最终三人开门战留下大副平局下半心安勿梦选择邦邦，开局追击入殓师-阿策，被牵制了较长时间，并在首次被击倒后返生至医院二楼，同时空军-卡梦使用信号枪干扰，心安勿梦选择使用闪现击倒淘汰入殓师，求生者方三人抢开最后一台密码机打出三人开门战，最终留下佣兵-无心平局第二局比赛已经开始，地图：军工厂。心安勿梦选择守夜人携带兴奋！局势将会如何发展？#2023IVL夏决#,正面
雷格西OvO超话（愤怒????）ivl总决赛居然没开播？？？当然是给好兄弟芙兰（童昕源）摇旗去啦~,负面
#第五人格ivl夏季赛#好久没看比赛了，两边真神奇，天崩开局都能保平修机位病患xs,负面
#上CC直播看IVL#2023IVL夏季赛总决赛开启！今天16点@Gr电子竞技俱乐部vs@成都积极电子竞技俱乐部你支持哪一队？前往CC直播赛事直播间586568观看比赛，为你喜欢的战队加油助威，赛事期间全程弹幕风暴抽奖狂欢送礼不停歇！传送门：O网页链接更有前职业教练/选手带你独家观赛，解锁多样观赛体验！（小C提醒：前往二路主播直播间观赛，将有可能解锁主播独家观赛福利抽奖哦~）GrVS成都GG,负面
#成都GG对战Gr##2023IVL夏决#这次季后赛还没出现过一个bo6呢，今天的终局之战会有吗？加赛咚咚咚！,负面
#成都GG对战Gr##2023IVL夏决#哪队输都会是我的意难平??但这才是电竞的魅力！,负面
第五人格超话求助求助！！！我一开始大号是官服的，特别欧，我也没充过钱，单抽出了心锁但是因为当时我有未成年限制所以根本没法玩（天天就周末能玩三个小时，高中周六还上学…），所以绑了个超偏的渠，4399的没有未成年限制的，而且因为有优惠券还做dc，氪条也有个1000＋，皮肤有200多个，但是只有三个金二十几个紫，有男角色的皮肤但是其实没啥特别丑的皮，顶多几个联动我觉得挺丑的，而且玩的久有感情段位也高。大号除了心锁啥也没有，段位也低，也没啥感情，我也不会玩机械。想卖一个号，但是一直犹豫不知道卖4399的还是官服的。。。,负面
第五人格超话问一下每年的限定时装以往的会返场吗,正面
DOU战队超话问问大家这个是哪个刊！,负面
积极第五人格超话恭喜gg爱了爱了，宝贝们都好棒嘿嘿嘿嘿，抽个奖3个6.6。是gg粉就行，要去没嘴过虾哥就行。查到了就重开，评论就行,正面
吗的时隔多年还是觉得第五人格很刺激,正面
第五人格陪玩团超话有无hf的第五团吗，本人历史双七阶求团让我进进,负面
第五人格超话啊啊每次分享都刚好截到芥川大头照哈哈哈哈真的好可爱,正面
#2023IVL夏决##2023IVL#show出你心中的最佳战队！快来为我们投票吧！O第五人格2023IVL战队榜,中性
ivl周边市场超话转49包傻兜all位捆2,正面
qy也有自己的冠军了他ivl的第一个冠军是和GG一起拿到的,正面
gg夺冠啦，夏天也要过去啦ivl史上第二个大满贯23夏的你们真的势不可挡又陪着第五赛事走过了一个赛季了，希望能见到23秋更好的大家,正面
#2023IVL夏决##2023IVL#show出你心中的最佳战队！快来为我们投票吧！O第五人格2023IVL战队榜,中性
第五人格赛事超话大家都来加油啦#成都GG对战Gr##2023IVL夏决##前线营业中#,负面
#成都GG对战Gr##Gr总决赛会师GG##2023IVL夏决#比赛即将开始，先来看看成都GG求生者、Gr监管者的数据吧~第五人格赛事超话,负面
Weibo第五人格战队超话你們本也該站在总決賽的舞台上的看到龙少說更想作為選手而不是解說嘉賓站在台上時，真的很心疼秋季賽我們Wbg再接再厲，拿個冠軍回家玩玩,负面
Weibo第五人格战队超话“我突然想起来，我打这么多年总决赛，一次主场都没有，你说是吧小铁？”“哎无所谓，都过去了。”,正面
第五人格赛事超话两支强队的巅峰对决，谁能更胜一筹？#成都GG对战Gr##Gr总决赛会师GG##2023IVL夏决#家人们押一手,正面
第五人格赛事超话#成都GG对战Gr##Gr总决赛会师GG##2023IVL夏决#老师们好伟大的脸,负面
第五人格超话#2023ivl夏决#总决赛开看,负面
第五人格赛事超话“我们仨”#成都GG对战Gr##Gr总决赛会师GG##2023IVL夏决#,负面
第五人格赛事超话热烈的热泪！#成都GG对战Gr##Gr总决赛会师GG##2023IVL夏决#,负面
第四局下半场精彩瞬间卡梦救人＋抗刀，xawm换挂卡梦击球手#成都GG大满贯##xawm破轮四抓##心安勿梦FMVP#L兔玩电竞的微博视频,正面
#2023IVL夏决##2023IVL#show出你心中的最佳选手！快来为我投票吧！O第五人格2023IVL选手榜,中性
#第五人格##第五人格赛事##成都gg获胜##成都gg大满贯#恭喜成都GG！实至名归！！！从5月30号开始的常规赛第一天，到今天8月27号，第五IVL夏季赛度过了整整一个夏天，看到很多遗憾，也看到很多精彩绝伦的操作，电竞作为一项竞赛它的魅力在于冠军只有一个，同样的它的意难平也在于冠军只有一个，但是当我看到太多选手的背水一战，那一刻无数个地图无数个角色就仿佛真的存在，求生者都像战士一样绝处逢生，监管者亦如战士一般即使孤军奋战仍然无所畏惧，我其实不打第五人格已经很多年了，但之所以看深渊看IVL，是因为我能看到他们的拼搏总能让人动容，我听到过赛事留声里有可惜的叹气，但随之而来的总会是“没事没事我去救你”，我看到过监管上场时的备战间里求生和教练一双双充满希望的眼睛，我们欢呼我们流泪，我们自责但我们仍旧会选择继续，奖杯是一个结果，但过程的意义让这趟旅程熠熠生辉。没有一个人的职业生涯能长到可以说永远，反之，电竞选手的花期短到如一场梦一般，但在这场梦里，有一起练操作的战友有如同亲友一般的对手，有让自己都为之振臂的绝妙操作有热爱的整个过程，那么一切都有意义。再次恭喜成都GG拿下IVL夏季总冠军，拿下他们的第一个大满贯！不会发梦说希望所有选手得偿所愿，惟愿所有选手回顾这一条梦一般的旅程，收获满满，意义非凡！,正面
积极第五人格超话偷偷自拍一张@邦邦厨师长皮皮虾#成都GG夺冠##成都GG大满贯##2023IVL夏决#,负面
GR战队超话我说真的选手刚输比赛情绪不好，大家可以说哪句他打得不好，不要对选手人身攻击了。或许在gr而言，发财的实力确实没有人类亮眼，但是一个屠夫练这么多角色，能打，ivl实属难得，多鼓励而不是谩骂，别把选手逼疯了,正面
已经是很好很好的成绩了这个赛季迎来了对队伍来说很大的变动其实在我看来没有那么多遗憾每一步都走得很惊喜很意外在此之前没有想过能走到冠亚赛没有想到这么多解说都不寄予希望的队伍是这么有爆发力和稳定性的战队每次都前进一步唯一可惜的是下次的备战间看不见皮皮了要跟选手皮皮限说再见了#11叭叭叭##2023ivl夏决##gr对战成都gg#,正面
第四局上半场精彩瞬间皮皮虾比发财更相信他的跳#2023IVL夏决##发财干什么##IVL全是反转#L兔玩电竞的微博视频,负面
